"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Grays Harbor","Sch Dist 400 - Oakville School 400 Director District 2","WRITE-IN"," ","6","1.8519","School"
"Grays Harbor","Sch Dist 400 - Oakville School 400 Director District 3","Elizabeth Logan Brockman"," ","192","51.0638","School"
"Grays Harbor","Sch Dist 400 - Oakville School 400 Director District 3","WRITE-IN"," ","184","48.9362","School"
"Grays Harbor","Sch Dist 400 - Oakville School 400 Director District 4","Chrisma Juarez"," ","304","98.7013","School"
"Grays Harbor","Sch Dist 400 - Oakville School 400 Director District 4","WRITE-IN"," ","4","1.2987","School"
"Grays Harbor","Sch Dist 400 - Oakville School 400 Director District 5","Sabra Noyes"," ","312","98.4227","School"
"Grays Harbor","Sch Dist 400 - Oakville School 400 Director District 5","WRITE-IN"," ","5","1.5773","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director District 1","Rebecca Cohen"," ","484","98.7755","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director District 1","WRITE-IN"," ","6","1.2245","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director District 3","Melissa Ashlock"," ","219","40.9346","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director District 3","Tom Moonan"," ","313","58.5047","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director District 3","WRITE-IN"," ","3","0.5607","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director Position 4","Lynessa Sample"," ","489","98.9879","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director Position 4","WRITE-IN"," ","5","1.0121","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director Position 5","Nicole Skeem"," ","487","98.783","School"
"Grays Harbor","Sch Dist 65 - McCleary School 65 Director Position 5","WRITE-IN"," ","6","1.217","School"
"Grays Harbor","Sch Dist 77 - Taholah School 77 Position 1","Jacob James"," ","94","62.6667","School"
"Grays Harbor","Sch Dist 77 - Taholah School 77 Position 1","Richie Underwood"," ","56","37.3333","School"
"Grays Harbor","Sch Dist 77 - Taholah School 77 Position 1","WRITE-IN"," ","0","0","School"
"Grays Harbor","Sch Dist 77 - Taholah School 77 Position 2","Merian Juneau"," ","117","95.122","School"
"Grays Harbor","Sch Dist 77 - Taholah School 77 Position 2","WRITE-IN"," ","6","4.878","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis School 99 Director District 1","Tina Miles"," ","506","98.6355","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis School 99 Director District 1","WRITE-IN"," ","7","1.3645","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis School 99 Director District 3","Michelle K Barre"," ","498","98.8095","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis School 99 Director District 3","WRITE-IN"," ","6","1.1905","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis School 99 Director District 5 (at large)","Paula Jones"," ","523","99.4297","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis School 99 Director District 5 (at large)","WRITE-IN"," ","3","0.5703","School"
"Grays Harbor","SCH DIST 97 - QUINAULT School 97 Director District 1","Jon Neeland"," ","119","100","School"
"Grays Harbor","SCH DIST 97 - QUINAULT School 97 Director District 1","WRITE-IN"," ","0","0","School"
"Grays Harbor","SCH DIST 97 - QUINAULT School 97 Director District 3","David Hughes"," ","123","100","School"
"Grays Harbor","SCH DIST 97 - QUINAULT School 97 Director District 3","WRITE-IN"," ","0","0","School"
"Grays Harbor","Sch Dist 66 - Montesano School 66 Director District 3","Doug Streeter"," ","1239","96.8726","School"
"Grays Harbor","Sch Dist 66 - Montesano School 66 Director District 3","WRITE-IN"," ","40","3.1274","School"
"Grays Harbor","Sch Dist 66 - Montesano School 66 Director District 4","Tiffany Schweppe"," ","1205","96.7871","School"
"Grays Harbor","Sch Dist 66 - Montesano School 66 Director District 4","WRITE-IN"," ","40","3.2129","School"
"Grays Harbor","Sch Dist 66 - Montesano School 66 Director District 5","Kelly Monroe"," ","1219","97.2089","School"
"Grays Harbor","Sch Dist 66 - Montesano School 66 Director District 5","WRITE-IN"," ","35","2.7911","School"
"Grays Harbor","Sch Dist 5 - Aberdeen School 5 Position 1","Jennifer Durney"," ","2413","97.3376","School"
"Grays Harbor","Sch Dist 5 - Aberdeen School 5 Position 1","WRITE-IN"," ","66","2.6624","School"
"Grays Harbor","Sch Dist 5 - Aberdeen School 5 Position 2","Suzanne Davis Ritter"," ","2323","97.8105","School"
"Grays Harbor","Sch Dist 5 - Aberdeen School 5 Position 2","WRITE-IN"," ","52","2.1895","School"
"Grays Harbor","Sch Dist 5 - Aberdeen School 5 Position 3","Jessica Jurasin"," ","2311","98.0484","School"
"Grays Harbor","Sch Dist 5 - Aberdeen School 5 Position 3","WRITE-IN"," ","46","1.9516","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 1","Jeff Albertson"," ","2386","67.0413","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 1","Rickie A. Day"," ","1152","32.3686","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 1","WRITE-IN"," ","21","0.5901","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 4","Joe Lomedico"," ","1886","52.1427","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 4","Halvar Olstead"," ","1710","47.2767","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 4","WRITE-IN"," ","21","0.5806","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 5","Robert M. Doering Jr."," ","1389","40.4602","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 5","Susan Rogers"," ","2026","59.0154","School"
"Grays Harbor","Sch Dist 64 - N. Beach School 64 Director District 5","WRITE-IN"," ","18","0.5243","School"
"Grays Harbor","Sch Dist 68 - Elma School 68 Director District 1","Michael B. Smith"," ","1101","97.693","School"
"Grays Harbor","Sch Dist 68 - Elma School 68 Director District 1","WRITE-IN"," ","26","2.307","School"
"Grays Harbor","Sch Dist 68 - Elma School 68 Director District 3","Bernadette Bower"," ","1080","96.3426","School"
"Grays Harbor","Sch Dist 68 - Elma School 68 Director District 3","WRITE-IN"," ","41","3.6574","School"
"Grays Harbor","Sch Dist 68 - Elma School 68 Director District 4","Stephanie Smith"," ","1093","97.5022","School"
"Grays Harbor","Sch Dist 68 - Elma School 68 Director District 4","WRITE-IN"," ","28","2.4978","School"
"Grays Harbor","SCH DIST 200 - NORTH RIVER Director Position 3","Michelle Farnell","(Prefers Republican Party)","37","100","School"
"Grays Harbor","SCH DIST 200 - NORTH RIVER Director Position 3","WRITE-IN"," ","0","0","School"
"Grays Harbor","SCH DIST 200 - NORTH RIVER Director Position 4","James A. Banas"," ","35","81.3953","School"
"Grays Harbor","SCH DIST 200 - NORTH RIVER Director Position 4","Jan McDonald"," ","8","18.6047","School"
"Grays Harbor","SCH DIST 200 - NORTH RIVER Director Position 4","WRITE-IN"," ","0","0","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 2","Grant Rodeheaver"," ","2","66.6667","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 2","Wava Garza"," ","1","33.3333","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 2","WRITE-IN"," ","0","0","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 3","Penelope Mena"," ","2","66.6667","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 3","Susie Hawes"," ","1","33.3333","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 3","WRITE-IN"," ","0","0","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 4","James Neil Turner"," ","2","66.6667","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 4","Michael L. Morrow"," ","1","33.3333","School"
"Grays Harbor","Rochester School District No. 401 School Board Director, District No. 4","WRITE-IN"," ","0","0","School"
"Grays Harbor","South Beach Regional Fire Authority SBRFA Commissioner District No. 1","Tom Aronson"," ","886","97.5771","Fire"
"Grays Harbor","South Beach Regional Fire Authority SBRFA Commissioner District No. 1","WRITE-IN"," ","22","2.4229","Fire"
"Grays Harbor","Fire District 1 Fire 1 Position 1","Larry Curfman"," ","349","97.486","Fire"
"Grays Harbor","Fire District 1 Fire 1 Position 1","WRITE-IN"," ","9","2.514","Fire"
"Grays Harbor","Fire District 2 Fire 2 Position 1","Raymond Winter"," ","1083","97.832","Fire"
"Grays Harbor","Fire District 2 Fire 2 Position 1","WRITE-IN"," ","24","2.168","Fire"
"Grays Harbor","FIRE DISTRICT 4 Fire 4 Position 1","George Leite"," ","102","100","Fire"
"Grays Harbor","FIRE DISTRICT 4 Fire 4 Position 1","WRITE-IN"," ","0","0","Fire"
"Grays Harbor","FIRE DISTRICT 4 Fire 4 Position 2","Keith Samplawski"," ","100","99.0099","Fire"
"Grays Harbor","FIRE DISTRICT 4 Fire 4 Position 2","WRITE-IN"," ","1","0.9901","Fire"
"Grays Harbor","FIRE DISTRICT 4 Fire 4 Position 3","Barbara C. Marshall"," ","92","97.8723","Fire"
"Grays Harbor","FIRE DISTRICT 4 Fire 4 Position 3","WRITE-IN"," ","2","2.1277","Fire"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue Pos 2","Nicole L Boley"," ","496","33.4007","Fire"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue Pos 2","Kolby Lyle"," ","977","65.7912","Fire"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue Pos 2","WRITE-IN"," ","12","0.8081","Fire"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue Pos 4","Kevin A Koski"," ","801","55.4325","Fire"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue Pos 4","Eric L. Patton"," ","634","43.8754","Fire"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue Pos 4","WRITE-IN"," ","10","0.692","Fire"
"Grays Harbor","Fire District 7 Fire 7 Position 2","Darrell Haglund"," ","168","100","Fire"
"Grays Harbor","Fire District 7 Fire 7 Position 2","WRITE-IN"," ","0","0","Fire"
"Grays Harbor","Fire District 8 Fire 8 Position 3","Vivian Matsen"," ","90","44.1176","Fire"
"Grays Harbor","Fire District 8 Fire 8 Position 3","Thomas Greisamer"," ","110","53.9216","Fire"
"Grays Harbor","Fire District 8 Fire 8 Position 3","WRITE-IN"," ","4","1.9608","Fire"
"Grays Harbor","Fire District 2 Fire 2 - Levy Lid Lift","Approved"," ","1001","62.4454","Fire"
"Grays Harbor","Fire District 2 Fire 2 - Levy Lid Lift","Rejected"," ","602","37.5546","Fire"
"Grays Harbor","Fire District 10 Fire 10 Position 1","Mike Toy"," ","272","100","Fire"
"Grays Harbor","Fire District 10 Fire 10 Position 1","WRITE-IN"," ","0","0","Fire"
"Grays Harbor","Fire District 12 Fire 12 Position 1","Jerry Banks"," ","253","98.4436","Fire"
"Grays Harbor","Fire District 12 Fire 12 Position 1","WRITE-IN"," ","4","1.5564","Fire"
"Grays Harbor","Fire Protection Dist 12 Fire Commissioner Position No. 2","Nicholas Jones"," ","21","67.7419","Fire"
"Grays Harbor","Fire Protection Dist 12 Fire Commissioner Position No. 2","Jennifer Jutson"," ","9","29.0323","Fire"
"Grays Harbor","Fire Protection Dist 12 Fire Commissioner Position No. 2","WRITE-IN"," ","1","3.2258","Fire"
"Grays Harbor","Fire District 12 Fire 12 Position 2","Eric Cohen"," ","249","98.419","Fire"
"Grays Harbor","Fire District 12 Fire 12 Position 2","WRITE-IN"," ","4","1.581","Fire"
"Grays Harbor","FIRE DISTRICT 15 Fire 15 Position 2","Bo Chapin"," ","79","100","Fire"
"Grays Harbor","FIRE DISTRICT 15 Fire 15 Position 2","WRITE-IN"," ","0","0","Fire"
"Grays Harbor","FIRE DISTRICT 15 Fire 15 Position 3","Kelly Wilder"," ","75","100","Fire"
"Grays Harbor","FIRE DISTRICT 15 Fire 15 Position 3","WRITE-IN"," ","0","0","Fire"
"Grays Harbor","Fire District 17 Fire 17 Position 1","Calvin D Pierce III"," ","66","98.5075","Fire"
"Grays Harbor","Fire District 17 Fire 17 Position 1","WRITE-IN"," ","1","1.4925","Fire"
"Grays Harbor","Fire District 7 FPD #7 Ambulance Levy Resolution","Approved"," ","173","82.7751","Fire"
"Grays Harbor","Fire District 7 FPD #7 Ambulance Levy Resolution","Rejected"," ","36","17.2249","Fire"
"Grays Harbor","Fire District 8 Fire Protect District No. 8 EMS","Approved"," ","172","80.7512","Fire"
"Grays Harbor","Fire District 8 Fire Protect District No. 8 EMS","Rejected"," ","41","19.2488","Fire"
"Grays Harbor","Fire District 8 Fire 8 - Levy for Fire Protection and EMS","Approved"," ","167","78.4038","Fire"
"Grays Harbor","Fire District 8 Fire 8 - Levy for Fire Protection and EMS","Rejected"," ","46","21.5962","Fire"
"Grays Harbor","Water District 1 Water 1 Position 1","Donald Florek"," ","84","33.0709","Water"
"Grays Harbor","Water District 1 Water 1 Position 1","Diane Tuski"," ","169","66.5354","Water"
"Grays Harbor","Water District 1 Water 1 Position 1","WRITE-IN"," ","1","0.3937","Water"
"Grays Harbor","Water District 1 Water 1 Position 3 ","Ryan Waalk"," ","60","23.622","Water"
"Grays Harbor","Water District 1 Water 1 Position 3 ","Kathy Goddard"," ","191","75.1969","Water"
"Grays Harbor","Water District 1 Water 1 Position 3 ","WRITE-IN"," ","3","1.1811","Water"
"Grays Harbor","Water District 2 Water 2 Position 2","Tom Epperson"," ","610","97.6","Water"
"Grays Harbor","Water District 2 Water 2 Position 2","WRITE-IN"," ","15","2.4","Water"
"Grays Harbor","Water District 2 Water 2 Position 3","Jim Redding"," ","612","97.7636","Water"
"Grays Harbor","Water District 2 Water 2 Position 3","WRITE-IN"," ","14","2.2364","Water"
"Island","SO WHIDBEY SCH 206 South Whidbey School District No. 206, Proposition No. 1, General Obligation Bonds - $79,800,000.00","Yes"," ","5553","60.3128","School"
"Island","SO WHIDBEY SCH 206 South Whidbey School District No. 206, Proposition No. 1, General Obligation Bonds - $79,800,000.00","No"," ","3654","39.6872","School"
"Island","FIRE DISTRICT NO 1 Island County Fire Protection District No. 1, Proposition No. 1, Authorizing Regular Property Tax Levy","Yes"," ","4647","65.1388","Fire"
"Island","FIRE DISTRICT NO 1 Island County Fire Protection District No. 1, Proposition No. 1, Authorizing Regular Property Tax Levy","No"," ","2487","34.8612","Fire"
"Island","CENTRAL WHIDBEY FIRE Central Whidbey Island Fire and Rescue District, Proposition No. 1, Regular Property Tax Levy Lid Lift for Emergency Services","Yes"," ","2668","68.5685","Fire"
"Island","CENTRAL WHIDBEY FIRE Central Whidbey Island Fire and Rescue District, Proposition No. 1, Regular Property Tax Levy Lid Lift for Emergency Services","No"," ","1223","31.4315","Fire"
"Island","SO  WHIDBEY PK AND REC South Whidbey Parks and Recreation District, Proposition No. 1, Aquatic Recreation Center Bonds - $27,000,000","Yes"," ","5773","62.6411","Park and Recreation"
"Island","SO  WHIDBEY PK AND REC South Whidbey Parks and Recreation District, Proposition No. 1, Aquatic Recreation Center Bonds - $27,000,000","No"," ","3443","37.3589","Park and Recreation"
"Island","TOWN OF COUPEVILLE Coupeville Mayor","Meg Olson"," ","337","39.0951","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Mayor","Molly Hughes"," ","518","60.0928","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Mayor","WRITE-IN"," ","7","0.8121","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Councilmember Position 1","Jacquelyn J Henderson"," ","568","96.5986","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Councilmember Position 1","WRITE-IN"," ","20","3.4014","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Councilmember Position 2","Rick Walti"," ","549","95.979","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Councilmember Position 2","WRITE-IN"," ","23","4.021","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Councilmember Position 3","Jenny Bright"," ","547","96.4727","City/Town"
"Island","TOWN OF COUPEVILLE Coupeville Councilmember Position 3","WRITE-IN"," ","20","3.5273","City/Town"
"Island","CITY OF LANGLEY Langley Mayor","Kennedy Horstman"," ","565","78.3634","City/Town"
"Island","CITY OF LANGLEY Langley Mayor","Thomas E. Gill"," ","155","21.4979","City/Town"
"Island","CITY OF LANGLEY Langley Mayor","WRITE-IN"," ","1","0.1387","City/Town"
"Island","CITY OF LANGLEY Langley Councilmember Position 3","Kay Kenneweg"," ","99","14.2446","City/Town"
"Island","CITY OF LANGLEY Langley Councilmember Position 3","Chris Carlson"," ","595","85.6115","City/Town"
"Island","CITY OF LANGLEY Langley Councilmember Position 3","WRITE-IN"," ","1","0.1439","City/Town"
"Island","CITY OF LANGLEY Langley Councilmember Position 4","Scott Chaplin"," ","133","19.1092","City/Town"
"Island","CITY OF LANGLEY Langley Councilmember Position 4","Craig Cyr"," ","561","80.6034","City/Town"
"Island","CITY OF LANGLEY Langley Councilmember Position 4","WRITE-IN"," ","2","0.2874","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Mayor","Ronnie Wright"," ","2147","53.9854","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Mayor","Shane Hoffmire"," ","1814","45.6123","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Mayor","WRITE-IN"," ","16","0.4023","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 1","Tara Hizon"," ","2992","97.3641","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 1","WRITE-IN"," ","81","2.6359","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 2","Chris Wiegenstein"," ","1934","51.3133","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 2","Andy Plumlee"," ","1822","48.3417","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 2","WRITE-IN"," ","13","0.3449","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 3","Eric Marshall"," ","2956","97.9132","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 3","WRITE-IN"," ","63","2.0868","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 4","Barbara Armes"," ","1982","52.2955","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 4","John Chaszar"," ","1790","47.2296","City/Town"
"Island","CITY OF OAK HARBOR Oak Harbor Councilmember Position 4","WRITE-IN"," ","18","0.4749","City/Town"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 1","Marion Jouas"," ","12925","70.1873","Hospital"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 1","Morgan Cooper"," ","5410","29.3782","Hospital"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 1","WRITE-IN"," ","80","0.4344","Hospital"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 4","Gregory Richardson"," ","12239","98.1239","Hospital"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 4","WRITE-IN"," ","234","1.8761","Hospital"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 5","Kate Rose"," ","13003","71.7605","Hospital"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 5","Eric E. Anderson"," ","5039","27.8091","Hospital"
"Island","PUBLIC HOSPITAL DIST Commissioner, Position 5","WRITE-IN"," ","78","0.4305","Hospital"
"Island","OAK HARBOR SCH 201 Director, Position 1","Lynn Goebel"," ","5839","97.7893","School"
"Island","OAK HARBOR SCH 201 Director, Position 1","WRITE-IN"," ","132","2.2107","School"
"Island","OAK HARBOR SCH 201 Director, Position 2","Jessica Aws"," ","4532","60.4428","School"
"Island","OAK HARBOR SCH 201 Director, Position 2","Karen Lesetmoe"," ","2944","39.2638","School"
"Island","OAK HARBOR SCH 201 Director, Position 2","WRITE-IN"," ","22","0.2934","School"
"Island","OAK HARBOR SCH 201 Director, Position 3","Josh MacLean"," ","3912","53.1017","School"
"Island","OAK HARBOR SCH 201 Director, Position 3","Fred Wilmot"," ","3429","46.5454","School"
"Island","OAK HARBOR SCH 201 Director, Position 3","WRITE-IN"," ","26","0.3529","School"
"Island","OAK HARBOR SCH 201 Director, Position 4","Jessica Thompson"," ","2916","38.5357","School"
"Island","OAK HARBOR SCH 201 Director, Position 4","Nicole Tesch"," ","4630","61.1867","School"
"Island","OAK HARBOR SCH 201 Director, Position 4","WRITE-IN"," ","21","0.2775","School"
"Island","OAK HARBOR SCH 201 Director, Position 5","Sharon Jensen"," ","4131","56.2117","School"
"Island","OAK HARBOR SCH 201 Director, Position 5","William &quot;Will&quot; Smith"," ","3185","43.3392","School"
"Island","OAK HARBOR SCH 201 Director, Position 5","WRITE-IN"," ","33","0.449","School"
"Island","COUPEVILLE SCH 204 Director, Position 1","Leann Leavitt"," ","1089","26.6846","School"
"Island","COUPEVILLE SCH 204 Director, Position 1","Charles Merwine"," ","2979","72.9968","School"
"Island","COUPEVILLE SCH 204 Director, Position 1","WRITE-IN"," ","13","0.3185","School"
"Island","COUPEVILLE SCH 204 Director, Position 4, At Large","David Ford"," ","1590","38.3595","School"
"Island","COUPEVILLE SCH 204 Director, Position 4, At Large","Alison Perera"," ","2547","61.4475","School"
"Island","COUPEVILLE SCH 204 Director, Position 4, At Large","WRITE-IN"," ","8","0.193","School"
"Island","SO WHIDBEY SCH 206 Director, Position 1","Joe Greenheron"," ","5017","98.0074","School"
"Island","SO WHIDBEY SCH 206 Director, Position 1","WRITE-IN"," ","102","1.9926","School"
"Island","SO WHIDBEY SCH 206 Director, Position 3","Brook Willeford"," ","5397","97.5597","School"
"Island","SO WHIDBEY SCH 206 Director, Position 3","WRITE-IN"," ","135","2.4403","School"
"Island","SO WHIDBEY SCH 206 Director, Position 4, At Large","Marnie Jackson"," ","5174","97.6964","School"
"Island","SO WHIDBEY SCH 206 Director, Position 4, At Large","WRITE-IN"," ","122","2.3036","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director District 3","Brittney Trammell"," ","2239","37.8018","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director District 3","Miranda Evans"," ","3617","61.067","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director District 3","WRITE-IN"," ","67","1.1312","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director District 4","Stephen Hendrickson"," ","2609","43.7238","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director District 4","Betsy Foster"," ","3288","55.1031","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director District 4","WRITE-IN"," ","70","1.1731","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director-at-Large Position 5","Steve King"," ","3079","51.835","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director-at-Large Position 5","Phil Snider"," ","2789","46.9529","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Director-at-Large Position 5","WRITE-IN"," ","72","1.2121","School"
"Island","PORT OF COUPEVILLE Commissioner, District 1","Bradley R. Duncan"," ","1687","42.3444","Port"
"Island","PORT OF COUPEVILLE Commissioner, District 1","Marianne Burr"," ","2285","57.3544","Port"
"Island","PORT OF COUPEVILLE Commissioner, District 1","WRITE-IN"," ","12","0.3012","Port"
"Island","PORT OF COUPEVILLE Commissioner, District 3","Angela Ewert"," ","1748","44.3542","Port"
"Island","PORT OF COUPEVILLE Commissioner, District 3","John Callahan"," ","2177","55.2398","Port"
"Island","PORT OF COUPEVILLE Commissioner, District 3","WRITE-IN"," ","16","0.406","Port"
"Island","PORT OF SO WHIDBEY Commissioner, Position 1","Kwok Yang (Jack) Ng"," ","4610","97.7731","Port"
"Island","PORT OF SO WHIDBEY Commissioner, Position 1","WRITE-IN"," ","105","2.2269","Port"
"Island","PORT OF SO WHIDBEY Commissioner, Position 2","Greg Easton"," ","4732","98.8304","Port"
"Island","PORT OF SO WHIDBEY Commissioner, Position 2","WRITE-IN"," ","56","1.1696","Port"
"Island","NO WHIDBEY FIRE AND RESCUE Commissioner, Position 1","Scott E. Jackson"," ","1996","48.341","Fire"
"Island","NO WHIDBEY FIRE AND RESCUE Commissioner, Position 1","T  J Lamont"," ","2123","51.4168","Fire"
"Island","NO WHIDBEY FIRE AND RESCUE Commissioner, Position 1","WRITE-IN"," ","10","0.2422","Fire"
"Island","CENTRAL WHIDBEY FIRE Commissioner, Position 1","Paul Messner"," ","2575","98.8863","Fire"
"Island","CENTRAL WHIDBEY FIRE Commissioner, Position 1","WRITE-IN"," ","29","1.1137","Fire"
"Island","SO WHIDBEY FIRE EMS Commissioner, Position 1","Jim Towers"," ","4882","99.1672","Fire"
"Island","SO WHIDBEY FIRE EMS Commissioner, Position 1","WRITE-IN"," ","41","0.8328","Fire"
"Island","NO WHIDBEY POOL, PK AND REC Commissioner, Position 1","Brit Kraner"," ","5443","98.0897","Park and Recreation"
"Island","NO WHIDBEY POOL, PK AND REC Commissioner, Position 1","WRITE-IN"," ","106","1.9103","Park and Recreation"
"Island","NO WHIDBEY POOL, PK AND REC Commissioner, Position 3","Jaemee Witmer"," ","5459","98.2011","Park and Recreation"
"Island","NO WHIDBEY POOL, PK AND REC Commissioner, Position 3","WRITE-IN"," ","100","1.7989","Park and Recreation"
"Island","SO  WHIDBEY PK AND REC Commissioner, Position 1","Krista Loercher"," ","4506","98.3199","Park and Recreation"
"Island","SO  WHIDBEY PK AND REC Commissioner, Position 1","WRITE-IN"," ","77","1.6801","Park and Recreation"
"Island","SO  WHIDBEY PK AND REC Commissioner, Position 4","Jennifer Cox"," ","4788","98.5185","Park and Recreation"
"Island","SO  WHIDBEY PK AND REC Commissioner, Position 4","WRITE-IN"," ","72","1.4815","Park and Recreation"
"Island","CEMETERY DIST ONE Commissioner, Position 1","Liz Reedy"," ","5331","98.4669","Cemetery"
"Island","CEMETERY DIST ONE Commissioner, Position 1","WRITE-IN"," ","83","1.5331","Cemetery"
"Island","CEMETERY DIST NO 2 Commissioner, Position 1","Patty Blouin"," ","1864","49.208","Cemetery"
"Island","CEMETERY DIST NO 2 Commissioner, Position 1","Loann C. Gulick"," ","1906","50.3168","Cemetery"
"Island","CEMETERY DIST NO 2 Commissioner, Position 1","WRITE-IN"," ","18","0.4752","Cemetery"
"Island","ADMIRALS COVE WATER Commissioner, Position 3","Douglas G. Smith"," ","191","96.9543","Water"
"Island","ADMIRALS COVE WATER Commissioner, Position 3","WRITE-IN"," ","6","3.0457","Water"
"Island","BAYVIEW BEACH WATER Commissioner, Position 5","H.E. (Ted) King"," ","211","98.1395","Water"
"Island","BAYVIEW BEACH WATER Commissioner, Position 5","WRITE-IN"," ","4","1.8605","Water"
"Island","CAMANO VISTA WATER Commissioner, Position 2","Lynette Goodell"," ","71","94.6667","Water"
"Island","CAMANO VISTA WATER Commissioner, Position 2","WRITE-IN"," ","4","5.3333","Water"
"Island","CAMANO VISTA WATER Commissioner, Position 3","Jason A. Reed"," ","67","93.0556","Water"
"Island","CAMANO VISTA WATER Commissioner, Position 3","WRITE-IN"," ","5","6.9444","Water"
"Island","CLINTON WATER Commissioner, Position 2","Michael Turnbull"," ","127","23.3028","Water"
"Island","CLINTON WATER Commissioner, Position 2","Jill Engstrom"," ","417","76.5138","Water"
"Island","CLINTON WATER Commissioner, Position 2","WRITE-IN"," ","1","0.1835","Water"
"Island","CROCKETT LAKE WATER Commissioner, Position 1","Joe Biller"," ","82","100","Water"
