"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Lincoln","Lincoln PROSECUTING ATTORNEY","WRITE-IN"," ","77","1.5831","County"
"Lincoln","Lincoln SHERIFF","Gabe Gants","(Prefers Republican Party)","3881","66.2513","County"
"Lincoln","Lincoln SHERIFF","Brian K. Telford","(Prefers Republican Party)","1922","32.8098","County"
"Lincoln","Lincoln SHERIFF","WRITE-IN"," ","55","0.9389","County"
"Lincoln","Lincoln TREASURER","Emily Lybbert Hansen","(Prefers Republican Party)","3952","70.7863","County"
"Lincoln","Lincoln TREASURER","Brad Sweet","(Prefers Republican Party)","1590","28.4793","County"
"Lincoln","Lincoln TREASURER","WRITE-IN"," ","41","0.7344","County"
"Lincoln","Lincoln COMMISSIONER DISTRICT NO. 3","Rob Coffman","(Prefers Republican Party)","3613","65.0639","County"
"Lincoln","Lincoln COMMISSIONER DISTRICT NO. 3","Jason Debord","(Prefers Republican Party)","1899","34.1977","County"
"Lincoln","Lincoln COMMISSIONER DISTRICT NO. 3","WRITE-IN"," ","41","0.7383","County"
"Lincoln","SUPREME COURT Justice Position #01","Mary I. Yu"," ","4008","96.4389","Judicial"
"Lincoln","SUPREME COURT Justice Position #01","WRITE-IN"," ","148","3.5611","Judicial"
"Lincoln","SUPREME COURT Justice Position #05","Barbara Madsen"," ","4084","97.4469","Judicial"
"Lincoln","SUPREME COURT Justice Position #05","WRITE-IN"," ","107","2.5531","Judicial"
"Lincoln","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","4042","97.468","Judicial"
"Lincoln","SUPREME COURT Justice Position #06","WRITE-IN"," ","105","2.532","Judicial"
"Lincoln","Lincoln DISTRICT COURT JUDGE","Dan B. Johnson","","4350","98.5277","County"
"Lincoln","Lincoln DISTRICT COURT JUDGE","WRITE-IN"," ","65","1.4723","County"
"Lincoln","PUBLIC UTILITY DIST 1 COMMISSIONER NO. 2","Garry Rosman","(States No Party Preference)","4414","98.703","Public Utility"
"Lincoln","PUBLIC UTILITY DIST 1 COMMISSIONER NO. 2","WRITE-IN"," ","58","1.297","Public Utility"
"Lincoln","PUBLIC UTILITY DIST 1 COMMISSIONER NO. 3","Seth Coffman","(States No Party Preference)","4365","98.9572","Public Utility"
"Lincoln","PUBLIC UTILITY DIST 1 COMMISSIONER NO. 3","WRITE-IN"," ","46","1.0428","Public Utility"
"Lincoln","REARDAN EDWALL SCHOOL DISTRICT 009 Proposition No. 1","LEVY...YES"," ","447","51.2027","School"
"Lincoln","REARDAN EDWALL SCHOOL DISTRICT 009 Proposition No. 1","LEVY...NO"," ","426","48.7973","School"
"Lincoln","FIRE DISTRICT 1 Proposition No. 1","Levy YES"," ","77","60.6299","Fire"
"Lincoln","FIRE DISTRICT 1 Proposition No. 1","Levy NO"," ","50","39.3701","Fire"
"Lincoln","FIRE DISTRICT 7 Proposition No. 1","Approved"," ","400","60.5144","Fire"
"Lincoln","FIRE DISTRICT 7 Proposition No. 1","Rejected"," ","261","39.4856","Fire"
"Lincoln","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... YES"," ","89","52.9762","School"
"Lincoln","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... NO"," ","79","47.0238","School"
"Mason","Washington State Advisory Vote No. 39","Repealed"," ","19231","68.389","State Executive"
"Mason","Washington State Advisory Vote No. 39","Maintained"," ","8889","31.611","State Executive"
"Mason","Washington State Advisory Vote No. 40","Repealed"," ","17085","60.9939","State Executive"
"Mason","Washington State Advisory Vote No. 40","Maintained"," ","10926","39.0061","State Executive"
"Mason","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","13777","46.7413","Federal"
"Mason","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","15612","52.9669","Federal"
"Mason","United States U.S. Senator","WRITE-IN"," ","86","0.2918","Federal"
"Mason","CONGRESSIONAL DISTRICT 6 U.S. Representative","Derek Kilmer","(Prefers Democratic Party)","14601","49.7123","Congressional"
"Mason","CONGRESSIONAL DISTRICT 6 U.S. Representative","Elizabeth Kreiselmaier","(Prefers Republican Party)","14725","50.1345","Congressional"
"Mason","CONGRESSIONAL DISTRICT 6 U.S. Representative","WRITE-IN"," ","45","0.1532","Congressional"
"Mason","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","11721","41.0385","State Executive"
"Mason","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","15601","54.6234","State Executive"
"Mason","Washington State Secretary of State","WRITE-IN"," ","1239","4.3381","State Executive"
"Mason","Legislative District 35 State Senator","Drew C MacEwen","(Prefers Republican Party)","16723","57.0907","Legislative"
"Mason","Legislative District 35 State Senator","Julianne Gale","(Prefers Democratic Party)","12524","42.7557","Legislative"
"Mason","Legislative District 35 State Senator","WRITE-IN"," ","45","0.1536","Legislative"
"Mason","Legislative District 35 State Representative Pos. 1","Daniel Griffey","(Prefers Republican Party)","17485","59.7798","Legislative"
"Mason","Legislative District 35 State Representative Pos. 1","James DeHart","(Prefers Democratic Party)","11703","40.0116","Legislative"
"Mason","Legislative District 35 State Representative Pos. 1","WRITE-IN"," ","61","0.2086","Legislative"
"Mason","Legislative District 35 State Representative Pos. 2","Sandy Kaiser","(Prefers Democratic Party)","13366","45.9818","Legislative"
"Mason","Legislative District 35 State Representative Pos. 2","Travis Couture","(Prefers Republican Party)","15675","53.9253","Legislative"
"Mason","Legislative District 35 State Representative Pos. 2","WRITE-IN"," ","27","0.0929","Legislative"
"Mason","Mason Assessor","Patti McLean","(States No Party Preference)","15990","55.4419","County"
"Mason","Mason Assessor","George Blush","(Prefers Republican Party)","12804","44.3951","County"
"Mason","Mason Assessor","WRITE-IN"," ","47","0.163","County"
"Mason","Mason Auditor","Paddy McGuire","(Prefers Democratic Party)","14379","49.3479","County"
"Mason","Mason Auditor","Steve Duenkel","(Prefers Republican Party)","14739","50.5834","County"
"Mason","Mason Auditor","WRITE-IN"," ","20","0.0686","County"
"Mason","Mason Clerk","Sharon K Moore-Fogo","(Prefers Democrat Party)","14223","49.077","County"
"Mason","Mason Clerk","Charles G. Rhodes","(Prefers Republican Party)","14727","50.8161","County"
"Mason","Mason Clerk","WRITE-IN"," ","31","0.107","County"
"Mason","Mason County Commissioner District No. 3","Miguel Gutierrez","(Prefers Democratic Party)","12680","43.7755","County"
"Mason","Mason County Commissioner District No. 3","Sharon Trask","(Prefers Republican Party)","16207","55.9518","County"
"Mason","Mason County Commissioner District No. 3","WRITE-IN"," ","79","0.2727","County"
"Mason","Mason Coroner","Jaime Taylor","(Prefers Democratic Party)","20538","94.9778","County"
"Mason","Mason Coroner","WRITE-IN"," ","1086","5.0222","County"
"Mason","Mason Prosecutor","Michael Dorcy","(Prefers Republican Party)","20074","95.291","County"
"Mason","Mason Prosecutor","WRITE-IN"," ","992","4.709","County"
"Mason","Mason Sheriff","Ryan Spurling","(Prefers Republican Party)","20608","95.5711","County"
"Mason","Mason Sheriff","WRITE-IN"," ","955","4.4289","County"
"Mason","Mason Treasurer","Elisabeth (Lisa) Frazier","(Prefers Democratic Party)","19584","93.8785","County"
"Mason","Mason Treasurer","WRITE-IN"," ","1277","6.1215","County"
"Mason","SUPREME COURT Justice Position #01","Mary I. Yu"," ","18240","96.2381","Judicial"
"Mason","SUPREME COURT Justice Position #01","WRITE-IN"," ","713","3.7619","Judicial"
"Mason","SUPREME COURT Justice Position #05","Barbara Madsen"," ","18243","96.6414","Judicial"
"Mason","SUPREME COURT Justice Position #05","WRITE-IN"," ","634","3.3586","Judicial"
"Mason","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","18101","96.6005","Judicial"
"Mason","SUPREME COURT Justice Position #06","WRITE-IN"," ","637","3.3995","Judicial"
"Mason","Court of Appeals, Division 2, District 2 Judge Position 1","Erik D. Price"," ","17919","97.1009","Judicial"
"Mason","Court of Appeals, Division 2, District 2 Judge Position 1","WRITE-IN"," ","535","2.8991","Judicial"
"Mason","Mason District Court Judge","George A. Steele","","17796","95.9405","County"
"Mason","Mason District Court Judge","WRITE-IN"," ","753","4.0595","County"
"Mason","Fire Protection Dist 16 (West Mason Fire) Proposition for Property Tax Levy Lid Lift","Levy...Yes"," ","699","46.2302","Fire"
"Mason","Fire Protection Dist 16 (West Mason Fire) Proposition for Property Tax Levy Lid Lift","Levy...No"," ","813","53.7698","Fire"
"Mason","Fire Protection Dist 17 Emergency Medical Services Regular Property Tax Levy","Levy...Yes"," ","252","71.1864","Fire"
"Mason","Fire Protection Dist 17 Emergency Medical Services Regular Property Tax Levy","Levy...No"," ","102","28.8136","Fire"
"Mason","Sch Dist 65 - McCleary McCleary SD - Replacement Educational Programs and Operations Levy","Levy   Yes"," ","19","55.8824","School"
"Mason","Sch Dist 65 - McCleary McCleary SD - Replacement Educational Programs and Operations Levy","Levy   No"," ","15","44.1176","School"
"Mason","Public Utility Dist 1 Commissioner District 1","Mike Sheetz","","1590","97.0104","Public Utility"
"Mason","Public Utility Dist 1 Commissioner District 1","WRITE-IN"," ","49","2.9896","Public Utility"
"Mason","Public Utility Dist 3 Commissioner District 1","Juli Tuson","","11722","52.3771","Public Utility"
"Mason","Public Utility Dist 3 Commissioner District 1","Randy Lewis","","10427","46.5907","Public Utility"
"Mason","Public Utility Dist 3 Commissioner District 1","WRITE-IN"," ","231","1.0322","Public Utility"
"Mason","Southside School 42 Replacement Educational Programs and Operations Levy","Levy...Yes"," ","622","56.8556","School"
"Mason","Southside School 42 Replacement Educational Programs and Operations Levy","Levy...No"," ","472","43.1444","School"
"Okanogan","Washington State Advisory Vote No. 39","Repealed"," ","10850","70.1539","State Executive"
"Okanogan","Washington State Advisory Vote No. 39","Maintained"," ","4616","29.8461","State Executive"
"Okanogan","Washington State Advisory Vote No. 40","Repealed"," ","9997","65.1101","State Executive"
"Okanogan","Washington State Advisory Vote No. 40","Maintained"," ","5357","34.8899","State Executive"
"Okanogan","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","6644","40.0145","Federal"
"Okanogan","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","9926","59.7808","Federal"
"Okanogan","United States U.S. Senator","WRITE-IN"," ","34","0.2048","Federal"
"Okanogan","CONGRESSIONAL DISTRICT 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","9669","59.3955","Congressional"
"Okanogan","CONGRESSIONAL DISTRICT 4 U.S. Representative","Doug White","(Prefers Democratic Party)","6211","38.1534","Congressional"
"Okanogan","CONGRESSIONAL DISTRICT 4 U.S. Representative","WRITE-IN"," ","399","2.451","Congressional"
"Okanogan","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","5757","36.7718","State Executive"
"Okanogan","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","8862","56.6045","State Executive"
"Okanogan","Washington State Secretary of State","WRITE-IN"," ","1037","6.6237","State Executive"
"Okanogan","LEGISLATIVE DISTRICT 7 State Senator","Shelly Short","(Prefers Republican Party)","11130","96.1804","Legislative"
"Okanogan","LEGISLATIVE DISTRICT 7 State Senator","WRITE-IN"," ","442","3.8196","Legislative"
"Okanogan","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","Jacquelin Maycumber","(Prefers Republican Party)","10227","75.2096","Legislative"
"Okanogan","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","Lonny Ray Williams","(Prefers Republican Party)","3027","22.2606","Legislative"
"Okanogan","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","WRITE-IN"," ","344","2.5298","Legislative"
"Okanogan","LEGISLATIVE DISTRICT 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","11063","96.0663","Legislative"
"Okanogan","LEGISLATIVE DISTRICT 7 State Representative Pos. 2","WRITE-IN"," ","453","3.9337","Legislative"
"Okanogan","Okanogan Assessor","Larry D Gilman","(Prefers Republican Party)","10950","96.9027","County"
"Okanogan","Okanogan Assessor","WRITE-IN"," ","350","3.0973","County"
"Okanogan","Okanogan Auditor","Cari Hall","(Prefers Republican Party)","11102","97.4971","County"
"Okanogan","Okanogan Auditor","WRITE-IN"," ","285","2.5029","County"
"Okanogan","Okanogan Clerk","Susan Speiker","(Prefers Republican Party)","10948","97.3415","County"
"Okanogan","Okanogan Clerk","WRITE-IN"," ","299","2.6585","County"
"Okanogan","Okanogan Commissioner District 3","Lloyd E Caton Jr.","(Prefers Republican Party)","6370","46.821","County"
"Okanogan","Okanogan Commissioner District 3","Jon R Neal","(Prefers Republican Party)","6954","51.1136","County"
"Okanogan","Okanogan Commissioner District 3","WRITE-IN"," ","281","2.0654","County"
"Okanogan","Okanogan Coroner","Rojean (Jeannie) Hughes","(Prefers Republican Party)","4846","34.3201","County"
"Okanogan","Okanogan Coroner","David Rodriguez","(Prefers Republican Party)","9075","64.2705","County"
"Okanogan","Okanogan Coroner","WRITE-IN"," ","199","1.4093","County"
"Okanogan","Okanogan Prosecuting Attorney","Albert H Lin","(Prefers Republican Party)","10718","97.189","County"
"Okanogan","Okanogan Prosecuting Attorney","WRITE-IN"," ","310","2.811","County"
"Okanogan","Okanogan Sheriff","Anthony (Tony) Hawley","(Prefers Republican Party)","7136","46.9999","County"
"Okanogan","Okanogan Sheriff","Paul D. Budrow","(Prefers Republican Party)","7821","51.5116","County"
"Okanogan","Okanogan Sheriff","WRITE-IN"," ","226","1.4885","County"
"Okanogan","Okanogan Treasurer","Pam Johnson","(Prefers Republican Party)","10858","97.7582","County"
"Okanogan","Okanogan Treasurer","WRITE-IN"," ","249","2.2418","County"
"Okanogan","SUPREME COURT Justice Position #01","Mary I. Yu"," ","9684","97.454","Judicial"
"Okanogan","SUPREME COURT Justice Position #01","WRITE-IN"," ","253","2.546","Judicial"
"Okanogan","SUPREME COURT Justice Position #05","Barbara Madsen"," ","9580","97.7751","Judicial"
"Okanogan","SUPREME COURT Justice Position #05","WRITE-IN"," ","218","2.2249","Judicial"
"Okanogan","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","9533","97.7643","Judicial"
"Okanogan","SUPREME COURT Justice Position #06","WRITE-IN"," ","218","2.2357","Judicial"
"Okanogan","OKANOGAN SUPERIOR COURT Judge Position 2","Robert W. Grim"," ","9902","98.1076","Judicial"
"Okanogan","OKANOGAN SUPERIOR COURT Judge Position 2","WRITE-IN"," ","191","1.8924","Judicial"
"Okanogan","DISTRICT COURT JUDGE Judge Pos. 1","Chancey C Crowell"," ","9400","97.9983","Judicial"
"Okanogan","DISTRICT COURT JUDGE Judge Pos. 1","WRITE-IN"," ","192","2.0017","Judicial"
"Okanogan","DISTRICT COURT JUDGE Judge Pos. 2","Charles D Short"," ","9385","98.0566","Judicial"
"Okanogan","DISTRICT COURT JUDGE Judge Pos. 2","WRITE-IN"," ","186","1.9434","Judicial"
"Okanogan","PUD (COUNTYWIDE) PUBLIC UTILITY COMMISSIONER #1","Chris Kroupa","","101","94.3925","Public Utility"
"Okanogan","PUD (COUNTYWIDE) PUBLIC UTILITY COMMISSIONER #1","WRITE-IN"," ","6","5.6075","Public Utility"
"Okanogan","OKANOGAN PUD ALL Commissioner Dist. #3","Joseph Enzensperger","","5554","39.1955","Public Utility"
"Okanogan","OKANOGAN PUD ALL Commissioner Dist. #3","Jerry D. Asmussen","","8521","60.1341","Public Utility"
"Okanogan","OKANOGAN PUD ALL Commissioner Dist. #3","WRITE-IN"," ","95","0.6704","Public Utility"
"Okanogan","TOWN OF WINTHROP Town of Winthrop Proposition No. 1","Yes"," ","257","85.9532","City/Town"
"Okanogan","TOWN OF WINTHROP Town of Winthrop Proposition No. 1","No"," ","42","14.0468","City/Town"
"Okanogan","TONASKET SCHOOL 404 Tonasket School District No. 404 Proposition No. 1","Levy...Yes"," ","1630","56.0137","School"
"Okanogan","TONASKET SCHOOL 404 Tonasket School District No. 404 Proposition No. 1","Levy...No"," ","1280","43.9863","School"
"Okanogan","OROVILLE SCHOOL 410 Oroville School District No. 410 Proposition No. 1","Levy...Yes"," ","1011","60.2503","School"
"Okanogan","OROVILLE SCHOOL 410 Oroville School District No. 410 Proposition No. 1","Levy...No"," ","667","39.7497","School"
"Okanogan","METHOW VALLEY EMS DISTRICT Methow Valley EMS Proposition No. 1","Yes"," ","2471","81.3364","EMS"
"Okanogan","METHOW VALLEY EMS DISTRICT Methow Valley EMS Proposition No. 1","No"," ","567","18.6636","EMS"
"Okanogan","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... YES"," ","324","59.5588","School"
"Okanogan","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... NO"," ","220","40.4412","School"
"Pacific","Washington State Advisory Vote No. 39","Repealed"," ","7824","68.5054","State Executive"
"Pacific","Washington State Advisory Vote No. 39","Maintained"," ","3597","31.4946","State Executive"
"Pacific","Washington State Advisory Vote No. 40","Repealed"," ","7061","62.1075","State Executive"
"Pacific","Washington State Advisory Vote No. 40","Maintained"," ","4308","37.8925","State Executive"
"Pacific","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","5771","48.3212","Federal"
"Pacific","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","6137","51.3857","Federal"
"Pacific","United States U.S. Senator","WRITE-IN"," ","35","0.2931","Federal"
"Pacific","CONGRESSIONAL DISTRICT 3 U.S. Representative","Marie Gluesenkamp Perez","(Prefers Democratic Party)","6048","50.9005","Congressional"
"Pacific","CONGRESSIONAL DISTRICT 3 U.S. Representative","Joe Kent","(Prefers Republican Party)","5793","48.7544","Congressional"
"Pacific","CONGRESSIONAL DISTRICT 3 U.S. Representative","WRITE-IN"," ","41","0.3451","Congressional"
"Pacific","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","4941","43.66","State Executive"
"Pacific","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","6155","54.3872","State Executive"
"Pacific","Washington State Secretary of State","WRITE-IN"," ","221","1.9528","State Executive"
"Pacific","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","6428","54.2493","Legislative"
"Pacific","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","Kelli Hughes-Ham","(Prefers Democratic Party)","5407","45.6325","Legislative"
"Pacific","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","WRITE-IN"," ","14","0.1182","Legislative"
"Pacific","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","6344","53.9135","Legislative"
"Pacific","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","Cara Cusack","(Prefers Democratic Party)","5403","45.9165","Legislative"
"Pacific","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","WRITE-IN"," ","20","0.17","Legislative"
"Pacific","Pacific COUNTY ASSESSOR","Bruce Walker","(States No Party Preference)","8468","97.9979","County"
"Pacific","Pacific COUNTY ASSESSOR","WRITE-IN"," ","173","2.0021","County"
"Pacific","Pacific COUNTY AUDITOR","Joyce Kidd","(States No Party Preference)","8538","98.523","County"
"Pacific","Pacific COUNTY AUDITOR","WRITE-IN"," ","128","1.477","County"
"Pacific","Pacific COUNTY CLERK","Emma Rose","(Prefers Independent Party)","8698","98.8072","County"
"Pacific","Pacific COUNTY CLERK","WRITE-IN"," ","105","1.1928","County"
"Pacific","Pacific COUNTY SHERIFF","Robin Souvenir","(Prefers Independent Party)","5079","43.619","County"
"Pacific","Pacific COUNTY SHERIFF","Daniel C. Garcia","(Prefers Republican Party)","6498","55.8056","County"
"Pacific","Pacific COUNTY SHERIFF","WRITE-IN"," ","67","0.5754","County"
"Pacific","Pacific COUNTY TREASURER","Renee L. Goodin","(States No Party Preference)","8321","98.7656","County"
"Pacific","Pacific COUNTY TREASURER","WRITE-IN"," ","104","1.2344","County"
"Pacific","Pacific PROSECUTING ATTORNEY","Michael Rothman","(Prefers Republican Party)","7568","96.2605","County"
"Pacific","Pacific PROSECUTING ATTORNEY","WRITE-IN"," ","294","3.7395","County"
"Pacific","Pacific COUNTY COMMISSIONER #03","Michael &quot;Hawk&quot; Runyon","(States No Party Preference)","4083","39.098","County"
"Pacific","Pacific COUNTY COMMISSIONER #03","Jerry Doyle","(Prefers Independent Party)","6307","60.3945","County"
"Pacific","Pacific COUNTY COMMISSIONER #03","WRITE-IN"," ","53","0.5075","County"
"Pacific","SUPREME COURT Justice Position #01","Mary I. Yu"," ","7564","97.8399","Judicial"
"Pacific","SUPREME COURT Justice Position #01","WRITE-IN"," ","167","2.1601","Judicial"
"Pacific","SUPREME COURT Justice Position #05","Barbara Madsen"," ","7541","98.1007","Judicial"
"Pacific","SUPREME COURT Justice Position #05","WRITE-IN"," ","146","1.8993","Judicial"
"Pacific","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","7523","98.0579","Judicial"
"Pacific","SUPREME COURT Justice Position #06","WRITE-IN"," ","149","1.9421","Judicial"
"Pacific","COURT OF APPEALS, DIVISION 2, DISTRICT 3 Judge Position 2","Anne Cruser"," ","7555","98.4493","Judicial"
"Pacific","COURT OF APPEALS, DIVISION 2, DISTRICT 3 Judge Position 2","WRITE-IN"," ","119","1.5507","Judicial"
"Pacific","COURT - NORTH DISTRICT DISTRICT COURT JUDGE","Scott Harmer"," ","3168","98.3545","Judicial"
"Pacific","COURT - NORTH DISTRICT DISTRICT COURT JUDGE","WRITE-IN"," ","53","1.6455","Judicial"
"Pacific","Court - South District DISTRICT COURT JUDGE","Nancy R. McAllister"," ","4942","97.8033","Judicial"
"Pacific","Court - South District DISTRICT COURT JUDGE","WRITE-IN"," ","111","2.1967","Judicial"
"Pacific","PUD DISTRICT 2 PUBLIC UTILITY COMMISSIONER #03","Michelle Layman","","5926","56.7951","Public Utility"
"Pacific","PUD DISTRICT 2 PUBLIC UTILITY COMMISSIONER #03","Dick Anderson","","4444","42.5915","Public Utility"
"Pacific","PUD DISTRICT 2 PUBLIC UTILITY COMMISSIONER #03","WRITE-IN"," ","64","0.6134","Public Utility"
"Pend Oreille","Washington State Advisory Vote No. 39","Repealed"," ","5034","79.9555","State Executive"
"Pend Oreille","Washington State Advisory Vote No. 39","Maintained"," ","1262","20.0445","State Executive"
"Pend Oreille","Washington State Advisory Vote No. 40","Repealed"," ","4566","72.8346","State Executive"
"Pend Oreille","Washington State Advisory Vote No. 40","Maintained"," ","1703","27.1654","State Executive"
"Pend Oreille","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","2032","29.9396","Federal"
"Pend Oreille","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","4739","69.8247","Federal"
"Pend Oreille","United States U.S. Senator","WRITE-IN"," ","16","0.2357","Federal"
"Pend Oreille","CONGRESSIONAL DISTRICT 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","4799","71.0121","Congressional"
"Pend Oreille","CONGRESSIONAL DISTRICT 5 U.S. Representative","Natasha Hill","(Prefers Democratic Party)","1942","28.7363","Congressional"
"Pend Oreille","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","17","0.2516","Congressional"
"Pend Oreille","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","1772","27.4219","State Executive"
"Pend Oreille","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","4339","67.1464","State Executive"
"Pend Oreille","Washington State Secretary of State","WRITE-IN"," ","351","5.4318","State Executive"
"Pend Oreille","Legislative District 7 State Senator","Shelly Short","(Prefers Republican Party)","5177","96.406","Legislative"
"Pend Oreille","Legislative District 7 State Senator","WRITE-IN"," ","193","3.594","Legislative"
"Pend Oreille","Legislative District 7 State Representative Pos. 1","Jacquelin Maycumber","(Prefers Republican Party)","3973","68.3116","Legislative"
"Pend Oreille","Legislative District 7 State Representative Pos. 1","Lonny Ray Williams","(Prefers Republican Party)","1701","29.2469","Legislative"
"Pend Oreille","Legislative District 7 State Representative Pos. 1","WRITE-IN"," ","142","2.4415","Legislative"
"Pend Oreille","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","5133","96.6303","Legislative"
"Pend Oreille","Legislative District 7 State Representative Pos. 2","WRITE-IN"," ","179","3.3697","Legislative"
"Pend Oreille","Pend Oreille COUNTY ASSESSOR","James W McCroskey","(Prefers Republican Party)","4907","96.2157","County"
"Pend Oreille","Pend Oreille COUNTY ASSESSOR","WRITE-IN"," ","193","3.7843","County"
"Pend Oreille","Pend Oreille COUNTY AUDITOR","Marianne Nichols","(Prefers Republican Party)","4354","70.7967","County"
"Pend Oreille","Pend Oreille COUNTY AUDITOR","Tamara Newman","(Prefers Republican Party)","1699","27.626","County"
"Pend Oreille","Pend Oreille COUNTY AUDITOR","WRITE-IN"," ","97","1.5772","County"
"Pend Oreille","Pend Oreille COUNTY CLERK","Tammie A. Ownbey","(Prefers Republican Party)","5162","97.5435","County"
"Pend Oreille","Pend Oreille COUNTY CLERK","WRITE-IN"," ","130","2.4565","County"
"Pend Oreille","Pend Oreille COUNTY PROSECUTOR","Dolly Hunt","(Prefers Republican Party)","5078","97.2611","County"
"Pend Oreille","Pend Oreille COUNTY PROSECUTOR","WRITE-IN"," ","143","2.7389","County"
"Pend Oreille","Pend Oreille COUNTY SHERIFF","Glenn Blakeslee","(Prefers Republican Party)","5188","97.2264","County"
"Pend Oreille","Pend Oreille COUNTY SHERIFF","WRITE-IN"," ","148","2.7736","County"
"Pend Oreille","Pend Oreille COUNTY TREASURER","Nicole Dice","(Prefers Republican Party)","5017","97.4364","County"
"Pend Oreille","Pend Oreille COUNTY TREASURER","WRITE-IN"," ","132","2.5636","County"
"Pend Oreille","Pend Oreille COUNTY COMMISSIONER 2","Robert Rosencrantz","(Prefers Republican Party)","3214","51.9476","County"
"Pend Oreille","Pend Oreille COUNTY COMMISSIONER 2","Becky Walrath","(Prefers GOP Party)","2884","46.6139","County"
"Pend Oreille","Pend Oreille COUNTY COMMISSIONER 2","WRITE-IN"," ","89","1.4385","County"
"Pend Oreille","SUPREME COURT Justice Position #01","Mary I. Yu"," ","4283","96.0314","Judicial"
"Pend Oreille","SUPREME COURT Justice Position #01","WRITE-IN"," ","177","3.9686","Judicial"
"Pend Oreille","SUPREME COURT Justice Position #05","Barbara Madsen"," ","4355","97.0149","Judicial"
"Pend Oreille","SUPREME COURT Justice Position #05","WRITE-IN"," ","134","2.9851","Judicial"
"Pend Oreille","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","4316","96.7713","Judicial"
"Pend Oreille","SUPREME COURT Justice Position #06","WRITE-IN"," ","144","3.2287","Judicial"
"Pend Oreille","Pend Oreille DISTRICT COURT JUDGE","Robin R. McCroskey","","4610","96.7065","County"
"Pend Oreille","Pend Oreille DISTRICT COURT JUDGE","WRITE-IN"," ","157","3.2935","County"
"Pend Oreille","Public Utility District (ALL) PUBLIC UTILITY COMMISSIONER #3","Dave Rick","","3765","64.7463","Public Utility"
"Pend Oreille","Public Utility District (ALL) PUBLIC UTILITY COMMISSIONER #3","John Cameron","","2008","34.5314","Public Utility"
"Pend Oreille","Public Utility District (ALL) PUBLIC UTILITY COMMISSIONER #3","WRITE-IN"," ","42","0.7223","Public Utility"
"Pend Oreille","LOON LAKE SD 183 Capital Levy for Security and Technology Improvements","Yes"," ","0","0","School"
"Pend Oreille","LOON LAKE SD 183 Capital Levy for Security and Technology Improvements","No"," ","0","0","School"
"Pend Oreille","Fire District - 08 Merger of Pend Oreille Fire Protection District No. 8 into South Pend Oreille County Fire &amp; Rescue","Yes"," ","287","83.4302","Fire"
"Pend Oreille","Fire District - 08 Merger of Pend Oreille Fire Protection District No. 8 into South Pend Oreille County Fire &amp; Rescue","No"," ","57","16.5698","Fire"
"Pend Oreille","Fire District - 05 Permanent Lid Lift Levy to Fund Maintenance and Operations","Approve"," ","59","50.8621","Fire"
